,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,363,315,48,0,360,408
1,07540,优选泰国桂圆,225,165,60,0,222,282
2,07310,金火龙果,1124,582,542,0,481,1023
3,11620,带叶鲜橙（小）,231,93,138,0,0,138
4,11600,满山红富士（大）,154,158,-4,-4,187,183
5,16010,春蕉,1456,1763,-307,-307,2188,1881
6,16040,进口蕉,752,499,253,0,424,677
7,07350,泰国椰青,282,206,76,0,236,312
8,13160,南水梨,197,95,102,0,216,318
9,06390,金边香芒,235,151,84,0,184,268
10,05200,沙洲绿宝瓜,1758,1329,429,0,1690,2119
11,01310,克伦森无籽红提,332,311,21,0,396,417
12,08890,金香露蜜桔,169,118,51,0,239,290
13,05020,鲜丰玉麒麟,257,194,63,0,131,194
14,07640,智利车厘子J,258,284,-26,-26,467,441
15,06850,百香果（盒）,29,21,8,0,13,21
16,65770,冰糖橙,106,44,62,0,27,89
17,07600,菲律宾凤梨,129,64,65,0,100,165
18,12190,龙珠果,16,13,3,0,16,19
19,01270,冰糖木瓜,8,1,7,0,0,7
20,07340,火参果,7,4,3,0,4,7
21,07300,蜜宝红心火龙果,74,55,19,0,50,69
22,11650,优选香梨,82,86,-4,-4,136,132
23,07950,金尧榴莲,315,212,103,0,213,316
24,11710,甄选蓝莓,126,117,9,0,151,160
25,12130,原种红玉木瓜,68,39,29,0,30,59
26,07220,台湾释迦,50,52,-2,-2,55,53
27,12240,珍珠牛奶枣,185,112,73,0,69,142
